genres,id,vote_average,keywords
"[{'id': 10749}, {'id': 18}]",124680.0,<8.0>,[{'id': 2658}]
"[{'id': 35}, {'id': 18}, {'id': 10749}]",16399.0,<6.0>,"[{'id': 10183}, {'id': 14512}, {'id': 18171}, {'id': 212676}]"
[{'id': 18}],124843.0,<4.0>,[{'id': 187056}]
"[{'id': 28}, {'id': 80}, {'id': 18}, {'id': 10749}, {'id': 53}]",31017.0,<6.0>,"[{'id': 378}, {'id': 642}, {'id': 1508}, {'id': 14964}]"
[{'id': 18}],24645.0,<2>,"[{'id': 376}, {'id': 8232}]"
"[{'id': 14}, {'id': 10751}, {'id': 28}]",49478.0,<6.0>,"[{'id': 579}, {'id': 2035}, {'id': 163607}, {'id': 208662}]"
"[{'id': 35}, {'id': 10751}]",12499.0,<6.0>,"[{'id': 3703}, {'id': 4954}, {'id': 6054}, {'id': 7028}, {'id': 10049}, {'id': 11093}, {'id': 11733}]"
"[{'id': 12}, {'id': 14}, {'id': 28}, {'id': 53}, {'id': 878}]",18.0,<8.0>,"[{'id': 402}, {'id': 444}, {'id': 679}, {'id': 1160}, {'id': 2964}, {'id': 3622}, {'id': 3801}, {'id': 4776}, {'id': 6163}, {'id': 9673}, {'id': 9951}, {'id': 10093}, {'id': 10150}, {'id': 10842}, {'id': 10950}, {'id': 11148}, {'id': 11290}, {'id': 14512}, {'id': 161176}, {'id': 162365}, {'id': 164920}, {'id': 169593}, {'id': 172718}, {'id': 223344}, {'id': 229863}, {'id': 234630}]"
"[{'id': 878}, {'id': 18}, {'id': 35}]",1811.0,<8.0>,"[{'id': 572}, {'id': 1664}, {'id': 3183}, {'id': 9951}, {'id': 10183}, {'id': 14751}, {'id': 14964}, {'id': 33648}]"
"[{'id': 18}, {'id': 10749}]",109614.0,<4.0>,"[{'id': 10241}, {'id': 15188}, {'id': 15274}, {'id': 208634}, {'id': 208635}]"
"[{'id': 18}, {'id': 10749}]",53023.0,<8.0>,"[{'id': 10183}, {'id': 187056}]"
[{'id': 18}],64802.0,<6.0>,"[{'id': 237}, {'id': 740}, {'id': 9766}, {'id': 10181}, {'id': 173504}]"
"[{'id': 10402}, {'id': 35}, {'id': 18}, {'id': 10749}]",11239.0,<8.0>,[{'id': 40897}]
"[{'id': 12}, {'id': 10751}]",50850.0,<4.0>,"[{'id': 291}, {'id': 5202}, {'id': 10468}, {'id': 10787}, {'id': 15149}, {'id': 187056}]"
"[{'id': 35}, {'id': 10749}]",2058.0,<8.0>,"[{'id': 931}, {'id': 9673}, {'id': 9748}, {'id': 14602}]"
"[{'id': 35}, {'id': 10749}, {'id': 18}]",9450.0,<8.0>,"[{'id': 1673}, {'id': 2065}, {'id': 6383}, {'id': 41591}]"
"[{'id': 12}, {'id': 28}, {'id': 878}]",330.0,<8.0>,"[{'id': 911}, {'id': 1718}, {'id': 1719}, {'id': 1720}, {'id': 1766}, {'id': 1768}, {'id': 12616}, {'id': 178010}, {'id': 223059}]"
[{'id': 35}],16375.0,<8.0>,"[{'id': 441}, {'id': 10183}, {'id': 33780}, {'id': 158120}]"
"[{'id': 18}, {'id': 10751}]",33660.0,<6.0>,"[{'id': 10084}, {'id': 15162}, {'id': 157987}, {'id': 158416}, {'id': 194088}]"
"[{'id': 35}, {'id': 18}, {'id': 10749}, {'id': 14}]",45671.0,<8.0>,"[{'id': 534}, {'id': 11326}, {'id': 187056}]"
"[{'id': 35}, {'id': 10749}]",17770.0,<6.0>,"[{'id': 10183}, {'id': 10909}, {'id': 207716}]"
"[{'id': 12}, {'id': 35}, {'id': 10751}]",15170.0,<4.0>,"[{'id': 690}, {'id': 2172}, {'id': 10483}, {'id': 156037}, {'id': 157972}, {'id': 187056}]"
"[{'id': 28}, {'id': 53}, {'id': 80}]",1701.0,<8.0>,"[{'id': 378}, {'id': 502}, {'id': 720}, {'id': 822}, {'id': 1420}, {'id': 1568}, {'id': 1666}, {'id': 3930}, {'id': 4245}, {'id': 10685}, {'id': 10950}, {'id': 11207}, {'id': 14570}, {'id': 14601}, {'id': 14707}, {'id': 14819}, {'id': 15234}, {'id': 18034}, {'id': 33482}, {'id': 156805}, {'id': 195295}]"
"[{'id': 18}, {'id': 10749}]",124642.0,<2>,[{'id': 187056}]
"[{'id': 28}, {'id': 12}, {'id': 53}]",1639.0,<6.0>,"[{'id': 1422}, {'id': 2799}, {'id': 6104}, {'id': 10617}, {'id': 33461}, {'id': 228194}]"
"[{'id': 80}, {'id': 18}]",49235.0,<6.0>,[{'id': 10183}]
"[{'id': 35}, {'id': 53}]",106129.0,<6.0>,[{'id': 187056}]
"[{'id': 35}, {'id': 10749}]",107743.0,<6.0>,"[{'id': 9713}, {'id': 14602}, {'id': 187056}]"
"[{'id': 28}, {'id': 80}, {'id': 14}]",415.0,<6.0>,"[{'id': 848}, {'id': 849}, {'id': 851}, {'id': 853}, {'id': 855}, {'id': 6969}, {'id': 9715}, {'id': 10452}, {'id': 163455}]"
[{'id': 35}],47686.0,<8.0>,[{'id': 10183}]
"[{'id': 35}, {'id': 10749}, {'id': 18}]",65889.0,<8.0>,"[{'id': 6564}, {'id': 10483}, {'id': 12980}]"
"[{'id': 35}, {'id': 53}]",11103.0,<6.0>,"[{'id': 1422}, {'id': 1453}, {'id': 2676}, {'id': 6876}, {'id': 9714}, {'id': 162271}]"
"[{'id': 16}, {'id': 10751}, {'id': 14}, {'id': 12}, {'id': 35}, {'id': 10749}]",11970.0,<8.0>,"[{'id': 2033}, {'id': 4344}, {'id': 4402}, {'id': 10336}, {'id': 179430}, {'id': 180912}, {'id': 187301}]"
[{'id': 18}],34941.0,<8.0>,[{'id': 10183}]
"[{'id': 18}, {'id': 10749}]",407992.0,<8.0>,"[{'id': 2383}, {'id': 10116}, {'id': 10163}, {'id': 10183}, {'id': 187056}]"
"[{'id': 35}, {'id': 10749}]",8874.0,<8.0>,"[{'id': 1005}, {'id': 1459}, {'id': 1605}, {'id': 2038}, {'id': 5091}, {'id': 5756}, {'id': 7879}, {'id': 13027}]"
"[{'id': 878}, {'id': 27}, {'id': 18}, {'id': 53}]",17991.0,<6.0>,"[{'id': 9663}, {'id': 14629}, {'id': 15219}, {'id': 208645}, {'id': 209992}, {'id': 236175}]"
[{'id': 35}],11956.0,<8.0>,"[{'id': 90}, {'id': 977}]"
[{'id': 18}],266.0,<8.0>,"[{'id': 128}, {'id': 131}, {'id': 774}, {'id': 883}, {'id': 884}, {'id': 885}, {'id': 886}, {'id': 887}, {'id': 888}, {'id': 931}, {'id': 9844}, {'id': 15160}]"
"[{'id': 28}, {'id': 80}, {'id': 878}, {'id': 53}]",754.0,<8.0>,"[{'id': 1568}, {'id': 1666}, {'id': 1865}, {'id': 3868}, {'id': 3927}, {'id': 5572}, {'id': 6062}, {'id': 9748}, {'id': 9758}, {'id': 10614}, {'id': 10950}, {'id': 11612}, {'id': 12391}, {'id': 12670}, {'id': 14601}, {'id': 14687}, {'id': 18525}, {'id': 156786}, {'id': 170212}, {'id': 187844}, {'id': 188134}, {'id': 194942}, {'id': 208708}]"
"[{'id': 18}, {'id': 10749}]",37567.0,<8.0>,"[{'id': 496}, {'id': 2483}, {'id': 4522}, {'id': 11290}, {'id': 34094}]"
"[{'id': 18}, {'id': 9648}, {'id': 10749}]",43771.0,<8.0>,"[{'id': 160963}, {'id': 238096}]"
[{'id': 53}],249358.0,<2>,"[{'id': 3581}, {'id': 6149}, {'id': 12193}, {'id': 177927}]"
"[{'id': 28}, {'id': 12}, {'id': 35}, {'id': 878}]",607.0,<8.0>,"[{'id': 1308}, {'id': 1381}, {'id': 1568}, {'id': 1826}, {'id': 2173}, {'id': 2428}, {'id': 2547}, {'id': 3240}, {'id': 3242}, {'id': 3243}, {'id': 4751}, {'id': 9951}, {'id': 174915}]"
"[{'id': 35}, {'id': 10749}]",18080.0,<6.0>,"[{'id': 11095}, {'id': 33476}, {'id': 187056}]"
[{'id': 10751}],38225.0,<6.0>,"[{'id': 18165}, {'id': 182662}]"
"[{'id': 12}, {'id': 35}, {'id': 10751}, {'id': 14}]",17834.0,<6.0>,"[{'id': 2343}, {'id': 4896}, {'id': 161155}, {'id': 208705}]"
"[{'id': 18}, {'id': 878}, {'id': 9648}]",686.0,<8.0>,"[{'id': 818}, {'id': 1432}, {'id': 1508}, {'id': 1603}, {'id': 2846}, {'id': 3412}, {'id': 3416}, {'id': 3417}, {'id': 3419}, {'id': 10706}, {'id': 11001}, {'id': 14760}, {'id': 15246}, {'id': 159961}, {'id': 160515}, {'id': 162356}, {'id': 162357}, {'id': 226028}, {'id': 226240}]"
"[{'id': 35}, {'id': 10769}, {'id': 10749}]",65046.0,<6.0>,[{'id': 187056}]
"[{'id': 28}, {'id': 18}]",4421.0,<6.0>,"[{'id': 493}, {'id': 539}, {'id': 720}, {'id': 3376}, {'id': 3588}, {'id': 4411}, {'id': 6091}, {'id': 6092}, {'id': 10850}, {'id': 11219}, {'id': 11718}, {'id': 13065}, {'id': 15248}, {'id': 159315}, {'id': 161247}, {'id': 162365}, {'id': 185454}, {'id': 191110}, {'id': 225707}, {'id': 225710}]"
"[{'id': 12}, {'id': 14}, {'id': 28}]",9387.0,<8.0>,"[{'id': 1394}, {'id': 1522}, {'id': 4798}, {'id': 14665}, {'id': 234213}]"
"[{'id': 12}, {'id': 35}, {'id': 10751}, {'id': 10749}]",10603.0,<6.0>,"[{'id': 409}, {'id': 582}, {'id': 690}, {'id': 2043}, {'id': 5650}, {'id': 10787}]"
"[{'id': 28}, {'id': 80}, {'id': 18}]",2142.0,<8.0>,"[{'id': 417}, {'id': 586}, {'id': 772}, {'id': 1812}, {'id': 3450}, {'id': 6149}, {'id': 9786}, {'id': 9826}, {'id': 9844}, {'id': 10183}, {'id': 10978}, {'id': 11363}, {'id': 11719}, {'id': 11730}, {'id': 13063}, {'id': 14512}, {'id': 14819}, {'id': 156022}, {'id': 161306}, {'id': 182069}, {'id': 226376}]"
"[{'id': 27}, {'id': 878}, {'id': 9648}]",8413.0,<8.0>,"[{'id': 1826}, {'id': 2483}, {'id': 3030}, {'id': 3298}, {'id': 3385}, {'id': 3801}, {'id': 4380}, {'id': 6255}, {'id': 6262}, {'id': 8468}, {'id': 9820}, {'id': 10114}, {'id': 10135}, {'id': 11001}, {'id': 14601}, {'id': 14819}, {'id': 14888}, {'id': 18031}, {'id': 187844}, {'id': 188989}, {'id': 191586}, {'id': 223504}, {'id': 227489}]"
"[{'id': 28}, {'id': 12}, {'id': 14}, {'id': 27}, {'id': 878}, {'id': 53}]",10336.0,<6.0>,"[{'id': 2095}, {'id': 4289}, {'id': 5572}, {'id': 9717}, {'id': 158567}]"
"[{'id': 35}, {'id': 10751}, {'id': 18}]",20737.0,<6.0>,"[{'id': 3199}, {'id': 158386}, {'id': 158387}]"
"[{'id': 35}, {'id': 10749}]",9413.0,<6.0>,"[{'id': 657}, {'id': 1701}, {'id': 2251}, {'id': 2751}, {'id': 6025}]"
"[{'id': 35}, {'id': 18}]",14585.0,<8.0>,"[{'id': 1438}, {'id': 9673}, {'id': 10183}, {'id': 11677}, {'id': 165288}]"
[{'id': 12}],18519.0,<6.0>,"[{'id': 3799}, {'id': 4676}, {'id': 9713}, {'id': 155529}, {'id': 162756}]"
[{'id': 18}],49462.0,<8.0>,"[{'id': 3616}, {'id': 9824}, {'id': 190722}]"
"[{'id': 28}, {'id': 18}, {'id': 9648}, {'id': 53}]",8834.0,<8.0>,"[{'id': 242}, {'id': 591}, {'id': 720}, {'id': 782}, {'id': 1328}, {'id': 1523}, {'id': 1749}, {'id': 1812}, {'id': 2340}, {'id': 2564}, {'id': 3713}, {'id': 4934}, {'id': 6078}, {'id': 6086}, {'id': 6318}, {'id': 9665}, {'id': 9826}, {'id': 9937}, {'id': 10410}, {'id': 13006}, {'id': 187844}, {'id': 192097}, {'id': 194581}, {'id': 226689}]"
"[{'id': 28}, {'id': 18}, {'id': 53}]",9458.0,<6.0>,"[{'id': 1651}, {'id': 2340}, {'id': 6564}, {'id': 8097}, {'id': 12565}, {'id': 15009}, {'id': 15234}, {'id': 15295}, {'id': 15381}, {'id': 156786}, {'id': 156788}, {'id': 156789}, {'id': 156790}]"
"[{'id': 878}, {'id': 28}, {'id': 12}]",8854.0,<6.0>,"[{'id': 849}, {'id': 12670}, {'id': 13065}, {'id': 162365}]"
"[{'id': 18}, {'id': 10749}, {'id': 53}]",38295.0,<6.0>,[{'id': 10183}]
"[{'id': 80}, {'id': 18}]",22073.0,<8.0>,"[{'id': 1881}, {'id': 11221}, {'id': 11578}, {'id': 13142}, {'id': 14819}, {'id': 214548}]"
"[{'id': 12}, {'id': 35}, {'id': 18}, {'id': 10751}]",37244.0,<6.0>,"[{'id': 9963}, {'id': 10988}]"
"[{'id': 14}, {'id': 27}, {'id': 53}]",4961.0,<6.0>,"[{'id': 1706}, {'id': 2766}, {'id': 7325}, {'id': 9109}, {'id': 11221}, {'id': 14673}, {'id': 14760}, {'id': 17995}, {'id': 34152}, {'id': 41412}, {'id': 188957}, {'id': 189102}, {'id': 192942}, {'id': 223059}]"
"[{'id': 28}, {'id': 12}, {'id': 35}]",9416.0,<6.0>,"[{'id': 378}, {'id': 1384}, {'id': 2019}, {'id': 3543}, {'id': 4434}, {'id': 5638}]"
"[{'id': 28}, {'id': 35}, {'id': 10749}]",26180.0,<6.0>,"[{'id': 9098}, {'id': 164149}]"
"[{'id': 12}, {'id': 14}, {'id': 28}, {'id': 878}]",17832.0,<6.0>,"[{'id': 1938}, {'id': 5295}, {'id': 9725}, {'id': 10855}]"
"[{'id': 28}, {'id': 53}]",9772.0,<8.0>,"[{'id': 378}, {'id': 417}, {'id': 736}, {'id': 833}, {'id': 1562}, {'id': 1954}, {'id': 7188}, {'id': 8986}, {'id': 10184}, {'id': 10237}, {'id': 10410}, {'id': 12371}, {'id': 15089}, {'id': 41249}, {'id': 174019}, {'id': 188955}, {'id': 200808}, {'id': 207901}]"
"[{'id': 18}, {'id': 53}]",6072.0,<8.0>,"[{'id': 242}, {'id': 6270}, {'id': 10508}, {'id': 10563}, {'id': 14831}]"
"[{'id': 28}, {'id': 12}, {'id': 53}]",1669.0,<8.0>,"[{'id': 339}, {'id': 2106}, {'id': 2808}, {'id': 155460}, {'id': 155723}]"
"[{'id': 18}, {'id': 10749}]",468.0,<8.0>,"[{'id': 30}, {'id': 237}, {'id': 494}, {'id': 588}, {'id': 642}, {'id': 1454}, {'id': 1896}, {'id': 2150}, {'id': 2200}, {'id': 2347}, {'id': 2348}, {'id': 2349}, {'id': 2350}, {'id': 2352}, {'id': 2353}, {'id': 13059}, {'id': 15135}, {'id': 33841}, {'id': 158718}, {'id': 167043}]"
[{'id': 35}],32519.0,<6.0>,"[{'id': 237}, {'id': 10183}, {'id': 167982}, {'id': 168551}, {'id': 187376}]"
"[{'id': 35}, {'id': 10749}]",10806.0,<8.0>,"[{'id': 237}, {'id': 1013}, {'id': 1862}, {'id': 158718}]"
"[{'id': 28}, {'id': 12}, {'id': 18}]",9433.0,<8.0>,"[{'id': 1003}, {'id': 2522}, {'id': 3593}, {'id': 3800}, {'id': 4522}, {'id': 4811}, {'id': 9937}, {'id': 10349}, {'id': 10468}, {'id': 223059}]"
"[{'id': 28}, {'id': 53}]",6623.0,<6.0>,"[{'id': 720}, {'id': 949}, {'id': 3312}, {'id': 3450}, {'id': 10663}, {'id': 13008}, {'id': 187056}]"
"[{'id': 80}, {'id': 18}, {'id': 9648}, {'id': 53}]",2118.0,<8.0>,"[{'id': 417}, {'id': 703}, {'id': 1366}, {'id': 10326}, {'id': 11314}, {'id': 11925}, {'id': 13092}, {'id': 14536}, {'id': 33518}, {'id': 157325}, {'id': 162262}, {'id': 163335}, {'id': 167145}, {'id': 167149}, {'id': 167159}, {'id': 167164}, {'id': 208611}, {'id': 228495}]"
"[{'id': 12}, {'id': 18}, {'id': 36}]",978.0,<8.0>,"[{'id': 188}, {'id': 486}, {'id': 1201}, {'id': 1262}, {'id': 1529}, {'id': 1956}, {'id': 1968}, {'id': 2385}, {'id': 4558}, {'id': 4559}, {'id': 4560}, {'id': 4561}, {'id': 13027}]"
"[{'id': 18}, {'id': 9648}, {'id': 53}, {'id': 80}]",9437.0,<8.0>,"[{'id': 521}, {'id': 3877}, {'id': 5340}, {'id': 5922}, {'id': 156091}]"
"[{'id': 35}, {'id': 18}]",29461.0,<8.0>,"[{'id': 5923}, {'id': 10235}, {'id': 208693}]"
[{'id': 27}],10351.0,<6.0>,"[{'id': 657}, {'id': 2250}, {'id': 4896}, {'id': 9792}, {'id': 14819}]"
[{'id': 18}],66588.0,<6.0>,"[{'id': 10614}, {'id': 18035}, {'id': 187056}]"
"[{'id': 18}, {'id': 53}, {'id': 9648}]",2649.0,<8.0>,"[{'id': 380}, {'id': 1421}, {'id': 3883}, {'id': 5732}, {'id': 173303}]"
"[{'id': 28}, {'id': 12}, {'id': 80}, {'id': 53}]",14289.0,<6.0>,"[{'id': 798}, {'id': 9794}, {'id': 14765}]"
[{'id': 53}],10155.0,<8.0>,"[{'id': 1927}, {'id': 3593}, {'id': 5091}, {'id': 5305}, {'id': 6996}]"
"[{'id': 35}, {'id': 10749}]",20457.0,<8.0>,"[{'id': 1857}, {'id': 6085}, {'id': 6664}]"
"[{'id': 53}, {'id': 28}, {'id': 80}]",18355.0,<8.0>,"[{'id': 949}, {'id': 6610}]"
[{'id': 18}],55306.0,<8.0>,"[{'id': 494}, {'id': 1196}, {'id': 8627}, {'id': 10041}, {'id': 10183}, {'id': 14831}, {'id': 15363}, {'id': 184503}, {'id': 224563}, {'id': 224564}]"
[{'id': 18}],68924.0,<8.0>,"[{'id': 818}, {'id': 1228}, {'id': 4543}, {'id': 10041}, {'id': 10183}]"
[{'id': 53}],36434.0,<6.0>,"[{'id': 6593}, {'id': 8070}, {'id': 34079}]"
"[{'id': 35}, {'id': 18}, {'id': 10749}]",2255.0,<8.0>,"[{'id': 586}, {'id': 1862}, {'id': 2038}, {'id': 3183}, {'id': 3190}, {'id': 5451}, {'id': 6799}, {'id': 10183}, {'id': 10768}, {'id': 12392}]"
"[{'id': 35}, {'id': 10749}]",28353.0,<6.0>,"[{'id': 572}, {'id': 8508}, {'id': 9713}, {'id': 199050}]"
[{'id': 35}],9427.0,<8.0>,"[{'id': 1252}, {'id': 4378}, {'id': 164852}, {'id': 164861}, {'id': 164865}]"
"[{'id': 35}, {'id': 18}]",172545.0,<2>,"[{'id': 10183}, {'id': 10199}, {'id': 33458}, {'id': 187056}]"
"[{'id': 18}, {'id': 36}, {'id': 10749}]",17589.0,<8.0>,"[{'id': 392}, {'id': 441}, {'id': 2011}, {'id': 3071}, {'id': 4129}, {'id': 8250}, {'id': 9920}, {'id': 10183}]"
"[{'id': 27}, {'id': 53}, {'id': 9648}]",3597.0,<6.0>,"[{'id': 1328}, {'id': 1936}, {'id': 5420}, {'id': 6149}, {'id': 6270}, {'id': 9665}, {'id': 9713}, {'id': 9748}, {'id': 9826}, {'id': 10225}, {'id': 12339}, {'id': 13130}, {'id': 15127}]"
"[{'id': 18}, {'id': 27}, {'id': 9648}, {'id': 53}]",1813.0,<8.0>,"[{'id': 516}, {'id': 531}, {'id': 1523}, {'id': 1552}, {'id': 2483}, {'id': 3036}, {'id': 3182}, {'id': 3298}, {'id': 3734}, {'id': 4084}, {'id': 5809}, {'id': 5810}, {'id': 7340}, {'id': 10114}, {'id': 10138}, {'id': 11001}, {'id': 14794}, {'id': 33519}, {'id': 162706}, {'id': 162813}, {'id': 168346}, {'id': 185459}, {'id': 211062}, {'id': 226791}]"
"[{'id': 35}, {'id': 10751}, {'id': 878}]",36797.0,<6.0>,"[{'id': 14626}, {'id': 157972}]"
"[{'id': 18}, {'id': 28}, {'id': 53}, {'id': 80}]",12628.0,<6.0>,"[{'id': 1812}, {'id': 2987}, {'id': 3262}, {'id': 9767}, {'id': 12670}, {'id': 14964}, {'id': 18179}]"
"[{'id': 35}, {'id': 18}]",33344.0,<8.0>,"[{'id': 833}, {'id': 4170}, {'id': 10181}, {'id': 10183}, {'id': 10235}, {'id': 33841}, {'id': 41329}]"
[{'id': 99}],25099.0,<10.0>,"[{'id': 291}, {'id': 2043}, {'id': 10483}, {'id': 14544}]"
"[{'id': 18}, {'id': 10749}]",45019.0,<8.0>,[{'id': 187056}]
"[{'id': 10402}, {'id': 18}]",63437.0,<8.0>,"[{'id': 2135}, {'id': 10594}, {'id': 208930}, {'id': 208931}]"
"[{'id': 99}, {'id': 10402}]",62422.0,<4.0>,"[{'id': 4434}, {'id': 6964}, {'id': 11700}, {'id': 18001}, {'id': 156204}, {'id': 156205}]"
"[{'id': 53}, {'id': 878}, {'id': 9648}, {'id': 10749}]",782.0,<8.0>,"[{'id': 856}, {'id': 1252}, {'id': 1332}, {'id': 1718}, {'id': 2345}, {'id': 2547}, {'id': 2690}, {'id': 3864}, {'id': 4035}, {'id': 4039}, {'id': 4040}, {'id': 4565}, {'id': 5340}, {'id': 6017}, {'id': 6062}, {'id': 33611}, {'id': 158292}, {'id': 162988}]"
"[{'id': 14}, {'id': 18}, {'id': 9648}, {'id': 10751}]",29911.0,<8.0>,"[{'id': 2710}, {'id': 3205}]"
"[{'id': 27}, {'id': 878}, {'id': 53}]",9827.0,<6.0>,"[{'id': 798}, {'id': 11004}, {'id': 12670}, {'id': 33564}, {'id': 221663}, {'id': 221664}, {'id': 221665}, {'id': 222114}]"
"[{'id': 18}, {'id': 10749}]",1959.0,<8.0>,"[{'id': 240}, {'id': 658}, {'id': 1209}, {'id': 1738}, {'id': 1942}, {'id': 2580}, {'id': 4549}, {'id': 13005}, {'id': 160910}, {'id': 187056}, {'id': 198141}]"
"[{'id': 14}, {'id': 18}, {'id': 35}, {'id': 53}, {'id': 878}, {'id': 10749}]",8067.0,<8.0>,"[{'id': 290}, {'id': 572}, {'id': 642}, {'id': 818}, {'id': 1005}, {'id': 1336}, {'id': 1562}, {'id': 1930}, {'id': 3713}, {'id': 4116}, {'id': 9673}, {'id': 9826}, {'id': 10756}, {'id': 11221}, {'id': 13028}, {'id': 14544}, {'id': 14819}]"
"[{'id': 10749}, {'id': 80}, {'id': 18}]",125052.0,<6.0>,"[{'id': 378}, {'id': 1508}, {'id': 6212}, {'id': 10726}, {'id': 14604}]"
[{'id': 18}],45153.0,<8.0>,"[{'id': 1156}, {'id': 5975}, {'id': 6156}, {'id': 10183}, {'id': 10541}, {'id': 10707}, {'id': 11705}, {'id': 12335}, {'id': 15300}, {'id': 34100}, {'id': 187056}]"
"[{'id': 28}, {'id': 12}, {'id': 9648}, {'id': 53}]",10871.0,<6.0>,"[{'id': 697}, {'id': 10714}, {'id': 13008}]"
"[{'id': 28}, {'id': 18}]",14398.0,<8.0>,"[{'id': 703}, {'id': 3262}, {'id': 6593}, {'id': 9754}, {'id': 9826}, {'id': 14707}, {'id': 15214}]"
"[{'id': 28}, {'id': 35}]",10890.0,<8.0>,"[{'id': 248}, {'id': 1595}, {'id': 4595}, {'id': 11138}]"
[{'id': 18}],99002.0,<8.0>,[{'id': 187056}]
[{'id': 35}],1281.0,<8.0>,"[{'id': 90}, {'id': 212}, {'id': 387}, {'id': 822}, {'id': 1953}, {'id': 2535}, {'id': 2598}, {'id': 3675}, {'id': 4630}, {'id': 4826}, {'id': 5347}, {'id': 5369}, {'id': 5370}, {'id': 5372}, {'id': 5373}, {'id': 5374}, {'id': 5375}, {'id': 5376}, {'id': 5918}, {'id': 11612}, {'id': 12670}, {'id': 155582}, {'id': 163242}, {'id': 215404}]"
"[{'id': 35}, {'id': 10749}]",32332.0,<6.0>,"[{'id': 246}, {'id': 4399}, {'id': 9673}, {'id': 10183}, {'id': 166256}, {'id': 208913}]"
"[{'id': 28}, {'id': 18}, {'id': 53}]",9770.0,<6.0>,"[{'id': 736}, {'id': 2598}, {'id': 3051}, {'id': 10183}]"
[{'id': 18}],12616.0,<6.0>,"[{'id': 740}, {'id': 1332}, {'id': 2864}, {'id': 3817}, {'id': 4959}, {'id': 6054}, {'id': 10183}]"
"[{'id': 18}, {'id': 10402}, {'id': 10749}, {'id': 10769}]",34838.0,<8.0>,"[{'id': 733}, {'id': 1691}, {'id': 2683}, {'id': 187056}]"
"[{'id': 10752}, {'id': 18}, {'id': 36}]",14905.0,<8.0>,"[{'id': 392}, {'id': 393}, {'id': 736}, {'id': 1661}, {'id': 6783}, {'id': 7973}]"
"[{'id': 9648}, {'id': 80}, {'id': 18}, {'id': 53}]",14583.0,<8.0>,"[{'id': 549}, {'id': 1328}, {'id': 9826}, {'id': 14819}, {'id': 209129}]"
"[{'id': 18}, {'id': 80}, {'id': 53}]",11975.0,<8.0>,"[{'id': 1417}, {'id': 2852}, {'id': 3012}, {'id': 8097}, {'id': 10909}, {'id': 33519}]"
[{'id': 18}],4995.0,<8.0>,"[{'id': 445}, {'id': 572}, {'id': 2727}, {'id': 5593}, {'id': 5626}, {'id': 14964}, {'id': 18321}, {'id': 158968}]"
"[{'id': 80}, {'id': 18}, {'id': 10749}, {'id': 53}]",9281.0,<8.0>,"[{'id': 417}, {'id': 703}, {'id': 796}, {'id': 8447}, {'id': 9937}, {'id': 208590}, {'id': 236294}]"
"[{'id': 80}, {'id': 53}]",45928.0,<8.0>,"[{'id': 8058}, {'id': 9937}, {'id': 14893}, {'id': 209096}]"
"[{'id': 12}, {'id': 28}, {'id': 53}, {'id': 878}]",563.0,<8.0>,"[{'id': 305}, {'id': 1423}, {'id': 1826}, {'id': 2051}, {'id': 2900}, {'id': 2902}, {'id': 4565}, {'id': 6092}, {'id': 8201}, {'id': 9831}, {'id': 13065}, {'id': 161247}, {'id': 162365}]"
"[{'id': 35}, {'id': 18}]",61337.0,<8.0>,"[{'id': 745}, {'id': 8201}, {'id': 11612}, {'id': 210018}]"
[{'id': 18}],19931.0,<8.0>,"[{'id': 818}, {'id': 10707}, {'id': 13159}, {'id': 18035}, {'id': 179485}]"
[{'id': 35}],31535.0,<4.0>,"[{'id': 1436}, {'id': 3338}, {'id': 3692}]"
"[{'id': 35}, {'id': 18}, {'id': 14}, {'id': 10749}]",10215.0,<8.0>,"[{'id': 848}, {'id': 1004}, {'id': 2486}, {'id': 3817}, {'id': 3983}, {'id': 4379}, {'id': 8034}, {'id': 11434}, {'id': 175629}]"
"[{'id': 28}, {'id': 14}, {'id': 878}]",9823.0,<4.0>,"[{'id': 779}, {'id': 1002}, {'id': 12380}, {'id': 14643}, {'id': 14955}, {'id': 41645}, {'id': 188955}]"
"[{'id': 35}, {'id': 18}]",37165.0,<8.0>,"[{'id': 2147}, {'id': 3979}, {'id': 4565}, {'id': 10328}, {'id': 207063}, {'id': 207064}]"
"[{'id': 18}, {'id': 10749}]",45609.0,<8.0>,"[{'id': 10183}, {'id': 157258}, {'id': 184950}]"
"[{'id': 18}, {'id': 10749}]",38904.0,<6.0>,"[{'id': 293}, {'id': 2382}, {'id': 11579}, {'id': 187056}]"
"[{'id': 80}, {'id': 18}, {'id': 53}]",9407.0,<6.0>,"[{'id': 478}, {'id': 2122}, {'id': 3703}, {'id': 4480}, {'id': 9826}]"
"[{'id': 28}, {'id': 53}, {'id': 12}, {'id': 80}]",4824.0,<8.0>,"[{'id': 1812}, {'id': 2106}, {'id': 2708}]"
"[{'id': 16}, {'id': 10751}]",9444.0,<8.0>,"[{'id': 3462}, {'id': 4344}, {'id': 158620}, {'id': 158627}, {'id': 158628}, {'id': 158629}]"
"[{'id': 35}, {'id': 53}, {'id': 80}, {'id': 28}]",9414.0,<8.0>,"[{'id': 212}, {'id': 258}, {'id': 380}, {'id': 720}, {'id': 818}, {'id': 974}, {'id': 2571}, {'id': 6034}, {'id': 10325}, {'id': 10685}, {'id': 33705}]"
