genres,id,vote_average,keywords
"[{'id': 18}, {'id': 10749}]",11518.0,<8.0>,"[{'id': 941}, {'id': 1412}, {'id': 3691}, {'id': 4344}, {'id': 9309}, {'id': 12974}, {'id': 13130}, {'id': 14751}, {'id': 46962}, {'id': 190116}, {'id': 193547}]"
"[{'id': 35}, {'id': 10749}]",7344.0,<8.0>,"[{'id': 572}, {'id': 2201}, {'id': 2486}, {'id': 4237}, {'id': 5331}, {'id': 7199}, {'id': 10084}, {'id': 10791}, {'id': 13072}, {'id': 18031}]"
[{'id': 18}],4887.0,<8.0>,"[{'id': 187}, {'id': 367}, {'id': 1284}, {'id': 1532}, {'id': 1536}, {'id': 1566}, {'id': 2392}, {'id': 3030}, {'id': 3394}, {'id': 3679}, {'id': 4116}, {'id': 4138}, {'id': 4636}, {'id': 4637}, {'id': 5332}, {'id': 6092}, {'id': 6150}, {'id': 6157}, {'id': 6159}, {'id': 10594}, {'id': 10855}, {'id': 13001}, {'id': 194451}]"
"[{'id': 10770}, {'id': 27}]",31578.0,<6.0>,"[{'id': 1480}, {'id': 8629}, {'id': 9706}, {'id': 10260}, {'id': 167560}, {'id': 214544}]"
"[{'id': 80}, {'id': 18}, {'id': 9648}, {'id': 53}]",25293.0,<8.0>,"[{'id': 703}, {'id': 9401}, {'id': 9937}, {'id': 10541}]"
"[{'id': 35}, {'id': 10749}]",32856.0,<6.0>,"[{'id': 2382}, {'id': 2587}, {'id': 2778}, {'id': 5091}, {'id': 9457}, {'id': 9988}, {'id': 160404}, {'id': 171366}, {'id': 179430}, {'id': 179431}]"
"[{'id': 18}, {'id': 27}, {'id': 53}]",7978.0,<6.0>,"[{'id': 494}, {'id': 8250}, {'id': 9714}, {'id': 11004}, {'id': 12564}]"
"[{'id': 27}, {'id': 53}]",60086.0,<6.0>,"[{'id': 2604}, {'id': 3616}, {'id': 4932}, {'id': 6844}, {'id': 8087}, {'id': 14698}, {'id': 14999}, {'id': 157791}, {'id': 190624}]"
"[{'id': 18}, {'id': 53}, {'id': 9648}]",11324.0,<8.0>,"[{'id': 818}, {'id': 2041}, {'id': 2215}, {'id': 5340}, {'id': 10323}, {'id': 11207}, {'id': 11208}, {'id': 208611}]"
"[{'id': 9648}, {'id': 80}]",90052.0,<6.0>,[{'id': 9401}]
"[{'id': 18}, {'id': 9648}, {'id': 53}]",8898.0,<6.0>,"[{'id': 6440}, {'id': 187056}]"
"[{'id': 35}, {'id': 10749}]",17334.0,<8.0>,"[{'id': 958}, {'id': 7934}, {'id': 9799}]"
"[{'id': 16}, {'id': 18}]",19311.0,<6.0>,"[{'id': 10183}, {'id': 161919}, {'id': 187056}]"
"[{'id': 18}, {'id': 10749}]",38448.0,<8.0>,"[{'id': 567}, {'id': 5938}, {'id': 155049}, {'id': 186829}, {'id': 186830}]"
"[{'id': 80}, {'id': 18}, {'id': 53}]",20047.0,<4.0>,"[{'id': 5769}, {'id': 178379}]"
[{'id': 10749}],81399.0,<8.0>,"[{'id': 90}, {'id': 9673}, {'id': 220200}]"
"[{'id': 18}, {'id': 10749}]",13949.0,<8.0>,"[{'id': 128}, {'id': 496}, {'id': 1316}, {'id': 3588}, {'id': 9673}]"
"[{'id': 18}, {'id': 28}, {'id': 53}, {'id': 80}, {'id': 9648}]",24253.0,<8.0>,"[{'id': 736}, {'id': 2157}, {'id': 2547}, {'id': 5340}, {'id': 6054}, {'id': 10303}, {'id': 11363}, {'id': 230458}]"
[{'id': 99}],15324.0,<6.0>,"[{'id': 2339}, {'id': 4098}]"
"[{'id': 12}, {'id': 14}, {'id': 10751}]",32657.0,<6.0>,"[{'id': 1299}, {'id': 2036}, {'id': 9649}, {'id': 44365}, {'id': 68838}, {'id': 223438}]"
"[{'id': 28}, {'id': 35}, {'id': 80}]",23742.0,<6.0>,"[{'id': 242}, {'id': 975}, {'id': 5600}, {'id': 6149}, {'id': 11199}, {'id': 11459}, {'id': 11460}, {'id': 13027}, {'id': 15090}, {'id': 179431}]"
[{'id': 18}],36457.0,<8.0>,"[{'id': 10508}, {'id': 193547}]"
"[{'id': 35}, {'id': 80}]",27561.0,<8.0>,"[{'id': 2483}, {'id': 3189}, {'id': 10774}, {'id': 10776}]"
"[{'id': 53}, {'id': 9648}]",11439.0,<8.0>,"[{'id': 212}, {'id': 591}, {'id': 1327}, {'id': 9365}, {'id': 10818}]"
"[{'id': 18}, {'id': 35}, {'id': 53}, {'id': 10402}, {'id': 10749}]",42586.0,<6.0>,"[{'id': 470}, {'id': 6464}]"
"[{'id': 16}, {'id': 10751}, {'id': 14}]",26963.0,<8.0>,"[{'id': 14665}, {'id': 14785}, {'id': 18029}, {'id': 33696}, {'id': 187056}]"
"[{'id': 35}, {'id': 18}]",32868.0,<8.0>,"[{'id': 128}, {'id': 380}, {'id': 494}, {'id': 549}, {'id': 572}, {'id': 596}, {'id': 1326}, {'id': 1332}, {'id': 1415}, {'id': 1824}, {'id': 2389}, {'id': 2487}, {'id': 3201}, {'id': 4142}, {'id': 6038}, {'id': 9673}, {'id': 10041}, {'id': 10085}, {'id': 10123}, {'id': 10183}, {'id': 10235}, {'id': 11254}, {'id': 11510}, {'id': 155675}]"
"[{'id': 35}, {'id': 18}, {'id': 10752}]",30298.0,<8.0>,[{'id': 1956}]
"[{'id': 28}, {'id': 35}, {'id': 10751}]",23172.0,<6.0>,[{'id': 179431}]
"[{'id': 35}, {'id': 18}]",30128.0,<6.0>,"[{'id': 293}, {'id': 818}, {'id': 6593}, {'id': 10123}, {'id': 179430}]"
"[{'id': 80}, {'id': 18}]",29381.0,<8.0>,"[{'id': 378}, {'id': 5424}, {'id': 5643}, {'id': 9774}, {'id': 195402}]"
"[{'id': 18}, {'id': 28}, {'id': 53}, {'id': 80}]",42295.0,<6.0>,[{'id': 155554}]
"[{'id': 53}, {'id': 18}]",67736.0,<8.0>,[{'id': 155845}]
"[{'id': 18}, {'id': 53}]",32124.0,<6.0>,"[{'id': 6270}, {'id': 10183}, {'id': 10556}]"
"[{'id': 12}, {'id': 18}, {'id': 36}]",26428.0,<8.0>,"[{'id': 186}, {'id': 490}, {'id': 1160}, {'id': 1605}, {'id': 6091}, {'id': 6158}, {'id': 6165}, {'id': 9682}, {'id': 9725}, {'id': 14704}, {'id': 40850}, {'id': 155651}, {'id': 161164}, {'id': 161166}, {'id': 161167}, {'id': 161168}, {'id': 165259}, {'id': 179367}, {'id': 190532}, {'id': 193554}, {'id': 206709}, {'id': 206713}, {'id': 206715}, {'id': 206716}]"
"[{'id': 12}, {'id': 14}, {'id': 28}, {'id': 10751}]",56931.0,<8.0>,"[{'id': 2011}, {'id': 4344}, {'id': 5774}, {'id': 159075}]"
"[{'id': 28}, {'id': 35}]",12273.0,<6.0>,[{'id': 10540}]
"[{'id': 35}, {'id': 18}]",22805.0,<6.0>,"[{'id': 2784}, {'id': 10851}, {'id': 187056}]"
"[{'id': 35}, {'id': 10749}]",79519.0,<8.0>,"[{'id': 1463}, {'id': 7021}, {'id': 9799}, {'id': 12670}, {'id': 219949}]"
"[{'id': 18}, {'id': 28}, {'id': 53}, {'id': 80}]",20083.0,<8.0>,"[{'id': 12422}, {'id': 12424}, {'id': 12426}, {'id': 12427}, {'id': 12428}]"
"[{'id': 28}, {'id': 53}, {'id': 80}]",15357.0,<6.0>,"[{'id': 378}, {'id': 779}, {'id': 2620}, {'id': 3713}, {'id': 6147}, {'id': 6955}, {'id': 10950}, {'id': 179431}]"
"[{'id': 28}, {'id': 53}]",22166.0,<6.0>,[{'id': 830}]
[{'id': 35}],19962.0,<8.0>,[{'id': 6075}]
"[{'id': 9648}, {'id': 27}, {'id': 28}]",29427.0,<8.0>,"[{'id': 321}, {'id': 1865}, {'id': 9665}, {'id': 15085}, {'id': 179431}, {'id': 188957}]"
"[{'id': 18}, {'id': 10749}, {'id': 10752}]",22971.0,<8.0>,"[{'id': 818}, {'id': 6092}, {'id': 9673}, {'id': 33564}]"
"[{'id': 99}, {'id': 18}]",45576.0,<8.0>,"[{'id': 478}, {'id': 1526}, {'id': 13008}]"
"[{'id': 35}, {'id': 10751}, {'id': 14}]",23023.0,<6.0>,"[{'id': 2710}, {'id': 7813}, {'id': 33597}, {'id': 158172}, {'id': 179431}, {'id': 195719}]"
"[{'id': 99}, {'id': 36}]",29785.0,<8.0>,"[{'id': 392}, {'id': 1740}, {'id': 6344}]"
"[{'id': 10752}, {'id': 18}, {'id': 36}]",63195.0,<8.0>,"[{'id': 254}, {'id': 8862}]"
"[{'id': 28}, {'id': 12}, {'id': 18}, {'id': 27}, {'id': 878}, {'id': 53}]",14235.0,<6.0>,"[{'id': 1453}, {'id': 1964}, {'id': 3704}, {'id': 10183}]"
"[{'id': 27}, {'id': 878}, {'id': 53}]",25967.0,<6.0>,"[{'id': 4884}, {'id': 5543}, {'id': 6898}]"
"[{'id': 9648}, {'id': 53}]",5595.0,<8.0>,"[{'id': 1328}, {'id': 2834}, {'id': 6009}, {'id': 6257}, {'id': 9826}, {'id': 10092}, {'id': 11612}, {'id': 156810}, {'id': 183954}]"
"[{'id': 10749}, {'id': 18}, {'id': 36}]",32092.0,<8.0>,"[{'id': 444}, {'id': 589}, {'id': 1749}, {'id': 5907}, {'id': 6091}, {'id': 33702}]"
"[{'id': 53}, {'id': 27}]",10664.0,<8.0>,"[{'id': 3684}, {'id': 4035}, {'id': 156174}, {'id': 156788}, {'id': 159287}, {'id': 160194}, {'id': 160195}, {'id': 163053}]"
[{'id': 27}],28739.0,<6.0>,"[{'id': 6270}, {'id': 188957}, {'id': 189363}]"
"[{'id': 18}, {'id': 10749}]",17473.0,<6.0>,"[{'id': 579}, {'id': 9713}, {'id': 9914}, {'id': 10183}, {'id': 11505}, {'id': 157286}, {'id': 181518}, {'id': 229299}, {'id': 236383}]"
"[{'id': 18}, {'id': 10749}]",26022.0,<8.0>,[{'id': 10540}]
"[{'id': 10751}, {'id': 14}, {'id': 12}]",12155.0,<8.0>,"[{'id': 818}, {'id': 855}, {'id': 2011}, {'id': 2486}, {'id': 12552}, {'id': 170362}, {'id': 209714}]"
"[{'id': 12}, {'id': 16}, {'id': 35}, {'id': 10751}, {'id': 14}]",40623.0,<8.0>,"[{'id': 1421}, {'id': 2526}, {'id': 4932}, {'id': 10183}, {'id': 10950}]"
"[{'id': 10752}, {'id': 28}, {'id': 12}, {'id': 18}, {'id': 53}]",22972.0,<8.0>,"[{'id': 41177}, {'id': 41178}, {'id': 41179}]"
"[{'id': 12}, {'id': 18}, {'id': 10749}, {'id': 37}]",119819.0,<6.0>,"[{'id': 3593}, {'id': 9880}, {'id': 14720}, {'id': 162726}]"
"[{'id': 10752}, {'id': 18}, {'id': 36}]",17277.0,<6.0>,"[{'id': 1405}, {'id': 5049}]"
"[{'id': 28}, {'id': 80}, {'id': 53}]",26389.0,<8.0>,"[{'id': 90}, {'id': 591}, {'id': 1568}, {'id': 1653}, {'id': 1667}, {'id': 1704}, {'id': 2095}, {'id': 4087}, {'id': 4653}, {'id': 6083}, {'id': 6112}, {'id': 9758}, {'id': 9844}, {'id': 10726}]"
"[{'id': 28}, {'id': 18}]",61880.0,<8.0>,[{'id': 3366}]
"[{'id': 35}, {'id': 10749}]",31515.0,<8.0>,[{'id': 18020}]
[{'id': 35}],20618.0,<6.0>,"[{'id': 1820}, {'id': 4552}]"
"[{'id': 35}, {'id': 18}, {'id': 10749}]",27583.0,<6.0>,[{'id': 174038}]
"[{'id': 28}, {'id': 53}]",6883.0,<8.0>,"[{'id': 441}, {'id': 782}, {'id': 840}, {'id': 6075}, {'id': 6112}, {'id': 12670}, {'id': 155802}, {'id': 199076}]"
"[{'id': 80}, {'id': 18}, {'id': 53}]",26390.0,<8.0>,"[{'id': 255}, {'id': 293}, {'id': 331}, {'id': 395}, {'id': 417}, {'id': 494}, {'id': 549}, {'id': 642}, {'id': 703}, {'id': 796}, {'id': 1157}, {'id': 1317}, {'id': 1333}, {'id': 1568}, {'id': 1930}, {'id': 2231}, {'id': 4948}, {'id': 4959}, {'id': 5504}, {'id': 6149}, {'id': 7410}, {'id': 8636}, {'id': 9748}, {'id': 9758}, {'id': 9826}, {'id': 10085}, {'id': 10093}, {'id': 10688}, {'id': 10856}, {'id': 10950}, {'id': 10954}, {'id': 11113}, {'id': 11199}, {'id': 11221}, {'id': 11258}, {'id': 11314}, {'id': 11325}, {'id': 11430}, {'id': 11436}, {'id': 11522}, {'id': 11612}, {'id': 11719}, {'id': 11734}, {'id': 13132}, {'id': 14512}, {'id': 14765}, {'id': 14819}, {'id': 14829}, {'id': 14967}, {'id': 15167}, {'id': 15300}, {'id': 15321}, {'id': 18320}, {'id': 18396}, {'id': 33720}, {'id': 41523}, {'id': 155799}, {'id': 156022}, {'id': 156091}, {'id': 156158}, {'id': 156788}, {'id': 159753}, {'id': 161534}, {'id': 166477}, {'id': 166492}, {'id': 167536}, {'id': 168869}, {'id': 169590}, {'id': 172792}, {'id': 175233}, {'id': 175241}, {'id': 177554}, {'id': 180183}, {'id': 180702}, {'id': 185795}, {'id': 187844}, {'id': 188259}, {'id': 194780}, {'id': 207268}, {'id': 210245}, {'id': 210541}, {'id': 217989}, {'id': 217992}, {'id': 217993}, {'id': 217996}, {'id': 217997}, {'id': 217998}, {'id': 217999}, {'id': 218000}, {'id': 218001}, {'id': 218002}, {'id': 218003}, {'id': 218005}, {'id': 218006}, {'id': 218008}, {'id': 218009}, {'id': 218010}]"
"[{'id': 35}, {'id': 10749}]",34016.0,<6.0>,"[{'id': 2246}, {'id': 9799}, {'id': 13043}, {'id': 15320}, {'id': 40854}, {'id': 167576}, {'id': 169152}, {'id': 179431}]"
"[{'id': 53}, {'id': 80}, {'id': 18}, {'id': 28}]",25941.0,<8.0>,"[{'id': 2801}, {'id': 33476}]"
"[{'id': 10769}, {'id': 27}, {'id': 53}]",34195.0,<4.0>,"[{'id': 388}, {'id': 1533}, {'id': 9928}, {'id': 9937}, {'id': 13127}, {'id': 41410}, {'id': 187056}]"
"[{'id': 12}, {'id': 35}, {'id': 18}]",20471.0,<4.0>,"[{'id': 572}, {'id': 818}, {'id': 3616}, {'id': 10183}, {'id': 13088}, {'id': 14828}, {'id': 171206}]"
[{'id': 18}],18514.0,<6.0>,"[{'id': 236}, {'id': 572}, {'id': 596}, {'id': 10183}, {'id': 10586}, {'id': 13149}, {'id': 187056}]"
"[{'id': 18}, {'id': 10749}]",23169.0,<8.0>,"[{'id': 242}, {'id': 494}, {'id': 172291}, {'id': 191100}, {'id': 206298}, {'id': 207844}, {'id': 209493}]"
"[{'id': 35}, {'id': 27}, {'id': 878}]",12718.0,<4.0>,"[{'id': 572}, {'id': 1852}, {'id': 2964}, {'id': 4428}, {'id': 4458}, {'id': 159955}, {'id': 162715}]"
"[{'id': 9648}, {'id': 27}, {'id': 53}, {'id': 10770}]",15360.0,<8.0>,[{'id': 3133}]
"[{'id': 18}, {'id': 80}]",85521.0,<6.0>,"[{'id': 1416}, {'id': 10726}, {'id': 12425}, {'id': 187056}, {'id': 189920}]"
"[{'id': 28}, {'id': 12}, {'id': 37}]",36233.0,<6.0>,"[{'id': 41385}, {'id': 188907}, {'id': 208009}]"
"[{'id': 80}, {'id': 53}]",16763.0,<6.0>,"[{'id': 9663}, {'id': 156165}]"
"[{'id': 18}, {'id': 27}, {'id': 53}]",16350.0,<6.0>,"[{'id': 6941}, {'id': 9743}]"
"[{'id': 28}, {'id': 27}, {'id': 37}]",15846.0,<6.0>,"[{'id': 1299}, {'id': 1353}, {'id': 2911}, {'id': 3739}, {'id': 5859}, {'id': 7172}, {'id': 10322}, {'id': 41380}, {'id': 156234}]"
[{'id': 53}],44363.0,<6.0>,"[{'id': 1014}, {'id': 1262}, {'id': 1442}, {'id': 1994}, {'id': 4433}, {'id': 4959}, {'id': 5160}, {'id': 5198}, {'id': 8087}, {'id': 8637}, {'id': 9937}, {'id': 10794}, {'id': 12392}, {'id': 158130}, {'id': 181031}, {'id': 198433}]"
"[{'id': 28}, {'id': 12}, {'id': 35}, {'id': 10749}]",94182.0,<8.0>,"[{'id': 3136}, {'id': 10712}, {'id': 11501}, {'id': 18263}, {'id': 33573}]"
[{'id': 27}],34592.0,<6.0>,"[{'id': 7856}, {'id': 11001}]"
"[{'id': 28}, {'id': 16}, {'id': 35}, {'id': 10770}]",59719.0,<6.0>,"[{'id': 1453}, {'id': 4893}, {'id': 198756}]"
"[{'id': 27}, {'id': 80}, {'id': 9648}]",30903.0,<8.0>,"[{'id': 4320}, {'id': 10714}, {'id': 13112}]"
"[{'id': 10770}, {'id': 28}, {'id': 14}, {'id': 878}]",26623.0,<4.0>,"[{'id': 1852}, {'id': 8828}, {'id': 9715}, {'id': 13130}, {'id': 163455}, {'id': 210313}]"
"[{'id': 27}, {'id': 878}]",29426.0,<6.0>,[{'id': 12377}]
[{'id': 18}],217632.0,<8.0>,"[{'id': 14669}, {'id': 193692}]"
"[{'id': 80}, {'id': 18}, {'id': 27}, {'id': 53}]",34335.0,<6.0>,"[{'id': 1930}, {'id': 9826}, {'id': 9937}]"
[{'id': 35}],16239.0,<8.0>,"[{'id': 840}, {'id': 6375}, {'id': 9716}]"
"[{'id': 80}, {'id': 18}]",80196.0,<8.0>,"[{'id': 378}, {'id': 2101}, {'id': 10361}, {'id': 12653}, {'id': 13027}, {'id': 13142}, {'id': 14735}, {'id': 15232}, {'id': 15483}, {'id': 156121}, {'id': 157138}, {'id': 188664}, {'id': 188665}]"
"[{'id': 18}, {'id': 10749}]",31299.0,<8.0>,"[{'id': 1930}, {'id': 2679}, {'id': 5933}, {'id': 6054}, {'id': 6157}, {'id': 9673}, {'id': 9713}, {'id': 9887}, {'id': 11614}, {'id': 12105}, {'id': 13028}, {'id': 156096}, {'id': 157194}, {'id': 169815}, {'id': 175492}]"
[{'id': 35}],34563.0,<6.0>,"[{'id': 10188}, {'id': 13027}, {'id': 179431}]"
[{'id': 28}],27573.0,<6.0>,"[{'id': 801}, {'id': 163758}]"
"[{'id': 28}, {'id': 80}, {'id': 18}, {'id': 53}]",32678.0,<8.0>,"[{'id': 212}, {'id': 642}, {'id': 968}, {'id': 14819}]"
"[{'id': 35}, {'id': 80}, {'id': 18}, {'id': 53}]",12834.0,<6.0>,"[{'id': 380}, {'id': 1310}, {'id': 2062}, {'id': 3914}, {'id': 7312}, {'id': 7375}, {'id': 9754}, {'id': 10183}, {'id': 11612}]"
"[{'id': 35}, {'id': 18}]",31723.0,<6.0>,"[{'id': 515}, {'id': 1326}, {'id': 2080}, {'id': 179430}]"
"[{'id': 99}, {'id': 10402}]",24225.0,<8.0>,"[{'id': 187}, {'id': 271}, {'id': 789}, {'id': 3541}, {'id': 6383}, {'id': 10073}, {'id': 11836}, {'id': 187056}]"
[{'id': 80}],49508.0,<6.0>,"[{'id': 2109}, {'id': 195402}]"
"[{'id': 18}, {'id': 53}, {'id': 27}, {'id': 10752}]",26558.0,<8.0>,"[{'id': 447}, {'id': 2956}, {'id': 14819}, {'id': 14964}, {'id': 34117}, {'id': 159909}, {'id': 161728}, {'id': 193659}, {'id': 236495}, {'id': 236782}]"
"[{'id': 27}, {'id': 9648}, {'id': 53}]",15483.0,<6.0>,"[{'id': 924}, {'id': 6149}, {'id': 10714}, {'id': 11039}, {'id': 12339}, {'id': 166531}, {'id': 233243}]"
"[{'id': 35}, {'id': 10402}]",31678.0,<6.0>,"[{'id': 246}, {'id': 4344}, {'id': 7644}, {'id': 12396}, {'id': 12990}, {'id': 193526}, {'id': 234350}]"
"[{'id': 27}, {'id': 53}]",45921.0,<6.0>,[{'id': 10183}]
"[{'id': 18}, {'id': 53}, {'id': 10749}]",33788.0,<6.0>,"[{'id': 732}, {'id': 9714}]"
"[{'id': 53}, {'id': 28}]",5753.0,<6.0>,"[{'id': 779}, {'id': 1589}, {'id': 1930}, {'id': 3070}, {'id': 4551}, {'id': 5572}, {'id': 6259}, {'id': 9897}, {'id': 10183}, {'id': 12371}, {'id': 14819}, {'id': 18508}, {'id': 41381}, {'id': 156650}, {'id': 162365}, {'id': 183229}, {'id': 208053}]"
"[{'id': 99}, {'id': 10769}]",32688.0,<8.0>,[{'id': 1463}]
"[{'id': 36}, {'id': 18}]",24973.0,<6.0>,[{'id': 1160}]
"[{'id': 35}, {'id': 10749}]",42342.0,<8.0>,"[{'id': 2479}, {'id': 185521}]"
[{'id': 80}],168171.0,<6.0>,"[{'id': 2135}, {'id': 9826}]"
"[{'id': 35}, {'id': 18}]",66953.0,<8.0>,[{'id': 15479}]
"[{'id': 12}, {'id': 18}, {'id': 28}, {'id': 36}, {'id': 53}]",16436.0,<8.0>,"[{'id': 1223}, {'id': 2279}, {'id': 2763}, {'id': 3061}, {'id': 8624}, {'id': 159212}, {'id': 160175}, {'id': 160177}]"
"[{'id': 28}, {'id': 878}, {'id': 53}, {'id': 80}]",31867.0,<8.0>,"[{'id': 4565}, {'id': 11738}, {'id': 11739}, {'id': 179430}]"
[{'id': 18}],42451.0,<8.0>,[{'id': 4488}]
[{'id': 18}],43138.0,<8.0>,"[{'id': 931}, {'id': 2139}, {'id': 33719}, {'id': 34079}]"
"[{'id': 12}, {'id': 18}, {'id': 10752}, {'id': 36}]",4933.0,<6.0>,"[{'id': 658}, {'id': 840}, {'id': 5744}, {'id': 166489}]"
"[{'id': 18}, {'id': 10749}]",264241.0,<6.0>,"[{'id': 128}, {'id': 1156}]"
"[{'id': 27}, {'id': 9648}, {'id': 53}]",28355.0,<8.0>,"[{'id': 516}, {'id': 703}, {'id': 2438}, {'id': 6152}, {'id': 9826}, {'id': 11857}, {'id': 14751}, {'id': 14819}, {'id': 15017}, {'id': 33592}, {'id': 33593}, {'id': 33594}, {'id': 33595}, {'id': 157902}, {'id': 202703}, {'id': 206690}, {'id': 206813}]"
"[{'id': 18}, {'id': 878}, {'id': 53}]",64104.0,<2>,[{'id': 10183}]
[{'id': 99}],194931.0,<6.0>,"[{'id': 6022}, {'id': 6025}, {'id': 191783}, {'id': 191784}]"
"[{'id': 28}, {'id': 18}, {'id': 10769}]",20027.0,<6.0>,[{'id': 10540}]
"[{'id': 99}, {'id': 10751}]",36970.0,<8.0>,"[{'id': 270}, {'id': 658}, {'id': 1357}, {'id': 4676}, {'id': 179431}]"
"[{'id': 10749}, {'id': 80}, {'id': 18}]",19616.0,<8.0>,"[{'id': 242}, {'id': 5597}, {'id': 8029}, {'id': 10540}]"
[{'id': 35}],34423.0,<8.0>,"[{'id': 10183}, {'id': 179431}]"
"[{'id': 53}, {'id': 9648}]",69872.0,<8.0>,"[{'id': 572}, {'id': 924}, {'id': 2483}, {'id': 8087}, {'id': 9826}, {'id': 11039}, {'id': 14819}, {'id': 200957}]"
"[{'id': 18}, {'id': 27}]",20216.0,<6.0>,"[{'id': 2340}, {'id': 3298}, {'id': 9720}, {'id': 10124}, {'id': 10183}, {'id': 11341}, {'id': 14964}, {'id': 15346}, {'id': 172784}]"
"[{'id': 878}, {'id': 35}, {'id': 12}]",23048.0,<6.0>,"[{'id': 293}, {'id': 2864}, {'id': 4379}, {'id': 5455}, {'id': 11792}, {'id': 11830}, {'id': 11832}, {'id': 11833}, {'id': 159558}]"
"[{'id': 18}, {'id': 53}, {'id': 9648}]",28211.0,<6.0>,"[{'id': 4227}, {'id': 10768}, {'id': 33396}, {'id': 187989}, {'id': 187996}, {'id': 187999}]"
[{'id': 18}],89199.0,<6.0>,"[{'id': 255}, {'id': 293}, {'id': 1326}, {'id': 2483}, {'id': 3405}, {'id': 10183}, {'id': 10199}, {'id': 11722}, {'id': 13149}, {'id': 14964}, {'id': 18011}, {'id': 18179}, {'id': 33451}, {'id': 189142}]"
"[{'id': 18}, {'id': 10749}]",38687.0,<8.0>,"[{'id': 596}, {'id': 3156}, {'id': 6054}, {'id': 10085}, {'id': 12648}, {'id': 12965}, {'id': 154802}, {'id': 202217}]"
"[{'id': 80}, {'id': 18}, {'id': 9648}, {'id': 53}]",30018.0,<8.0>,"[{'id': 2702}, {'id': 5329}, {'id': 9826}, {'id': 10809}, {'id': 15156}, {'id': 15228}, {'id': 40879}, {'id': 162461}, {'id': 187544}, {'id': 188991}, {'id': 221728}]"
"[{'id': 14}, {'id': 12}, {'id': 16}, {'id': 10751}]",10191.0,<8.0>,"[{'id': 334}, {'id': 1318}, {'id': 1395}, {'id': 2041}, {'id': 3752}, {'id': 3799}, {'id': 4613}, {'id': 5331}, {'id': 5774}, {'id': 5895}, {'id': 6054}, {'id': 6253}, {'id': 8044}, {'id': 9109}, {'id': 12554}, {'id': 14643}, {'id': 18543}, {'id': 172784}, {'id': 192913}]"
[{'id': 18}],37181.0,<8.0>,"[{'id': 658}, {'id': 2687}, {'id': 5605}, {'id': 6071}, {'id': 8806}, {'id': 9713}, {'id': 9950}, {'id': 10092}, {'id': 14540}, {'id': 33720}]"
"[{'id': 18}, {'id': 36}, {'id': 53}]",45035.0,<8.0>,"[{'id': 395}, {'id': 5318}, {'id': 10586}, {'id': 13084}, {'id': 193262}]"
"[{'id': 27}, {'id': 53}]",24874.0,<6.0>,[{'id': 10183}]
"[{'id': 16}, {'id': 10751}, {'id': 35}]",51330.0,<6.0>,"[{'id': 4344}, {'id': 190003}]"
"[{'id': 12}, {'id': 28}, {'id': 878}, {'id': 53}]",28510.0,<6.0>,"[{'id': 1560}, {'id': 1562}, {'id': 10761}, {'id': 10834}, {'id': 14546}, {'id': 18520}, {'id': 33352}, {'id': 160184}]"
"[{'id': 10402}, {'id': 18}, {'id': 35}, {'id': 80}, {'id': 10749}]",11763.0,<8.0>,"[{'id': 14636}, {'id': 160488}, {'id': 206718}]"
"[{'id': 53}, {'id': 9648}]",33421.0,<8.0>,"[{'id': 9401}, {'id': 14676}]"
"[{'id': 28}, {'id': 18}, {'id': 35}, {'id': 99}]",48336.0,<8.0>,"[{'id': 10183}, {'id': 187056}, {'id': 235818}]"
"[{'id': 80}, {'id': 53}, {'id': 35}]",21467.0,<8.0>,"[{'id': 3540}, {'id': 5340}, {'id': 9826}, {'id': 10776}, {'id': 10794}, {'id': 160175}, {'id': 185521}, {'id': 206150}, {'id': 208277}]"
"[{'id': 35}, {'id': 10749}]",20825.0,<6.0>,[{'id': 187056}]
[{'id': 99}],16190.0,<8.0>,"[{'id': 5965}, {'id': 187056}]"
"[{'id': 28}, {'id': 16}, {'id': 35}, {'id': 10770}]",109572.0,<6.0>,"[{'id': 5327}, {'id': 12193}]"
[{'id': 18}],52637.0,<6.0>,[{'id': 174085}]
[{'id': 18}],104607.0,<8.0>,"[{'id': 802}, {'id': 1261}, {'id': 2310}, {'id': 3450}, {'id': 3781}, {'id': 4065}, {'id': 10181}, {'id': 15214}, {'id': 170418}, {'id': 208666}, {'id': 216961}, {'id': 225061}]"
"[{'id': 35}, {'id': 9648}, {'id': 53}]",10469.0,<8.0>,"[{'id': 271}, {'id': 1201}, {'id': 5144}, {'id': 6795}, {'id': 8440}, {'id': 9826}, {'id': 10084}, {'id': 11612}, {'id': 11933}, {'id': 206150}, {'id': 209157}, {'id': 233055}]"
"[{'id': 35}, {'id': 18}]",11122.0,<10.0>,"[{'id': 1201}, {'id': 2065}, {'id': 3230}, {'id': 5255}, {'id': 5310}, {'id': 6054}, {'id': 6423}, {'id': 6622}, {'id': 10163}, {'id': 206150}, {'id': 231238}]"
"[{'id': 28}, {'id': 35}, {'id': 80}]",27936.0,<8.0>,"[{'id': 156052}, {'id': 172942}, {'id': 186800}]"
"[{'id': 12}, {'id': 14}, {'id': 28}]",18823.0,<6.0>,"[{'id': 2033}, {'id': 2035}, {'id': 2036}, {'id': 8985}, {'id': 10863}, {'id': 11624}, {'id': 33696}, {'id': 161170}, {'id': 161171}, {'id': 161172}, {'id': 162861}, {'id': 185343}, {'id': 209714}]"
