budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,vote_count,vote_average
7000000.0,4,1,5.5529459999999995,13,2,8349430.0,112.0,115,1
21604277.457480315,4,1,3.743212,1,1,50892160.0,106.0,60,1
35000000.0,11,1,13.492845,19,1,113374103.0,108.0,457,1
42000000.0,9,1,11.223055,1,1,7959291.0,145.0,334,1
21604277.457480315,8,2,8.133881,1,2,68787389.92913067,91.0,119,1
21604277.457480315,8,1,11.002046,1,1,7025496.0,115.0,18,1
21604277.457480315,8,1,4.546551999999999,1,4,339889.0,111.0,112,1
21604277.457480315,4,1,7.653446000000001,8,1,47774193.0,105.0,117,1
60000000.0,5,1,7.490247,5,1,104324083.0,100.0,217,1
20000000.0,8,1,9.715639,4,1,50012507.0,103.0,168,1
175000000.0,2,1,16.885184,8,1,264218220.0,135.0,1017,1
8000000.0,8,1,1.8340990000000001,1,4,68787389.92913067,89.0,25,1
30000000.0,5,1,8.922139,9,10,68787389.92913067,98.0,27,1
21604277.457480315,8,1,3.727644,6,3,68787389.92913067,97.0,11,1
21604277.457480315,2,1,3.287036,4,1,68787389.92913067,90.0,29,0
2800000.0,8,11,2.4860729999999998,27,4,2616503.0,135.0,35,1
21604277.457480315,8,1,3.5256489999999996,1,3,763847.0,113.0,45,1
2500000.0,8,1,11.304979,1,18,5535405.0,105.0,984,1
10000000.0,4,1,6.638116,1,1,26488734.0,89.0,464,1
21604277.457480315,8,1,2.761837,1,1,68787389.92913067,90.0,27,0
21000000.0,4,1,3.030309,5,4,23450000.0,115.0,48,1
21604277.457480315,8,1,2.686342,8,1,68787389.92913067,97.0,58,1
21604277.457480315,13,1,2.2697700000000003,1,1,68787389.92913067,95.0,40,1
21604277.457480315,8,1,2.605521,17,19,68787389.92913067,103.0,30,1
27000.0,4,1,10.513367,13,1,3151130.0,92.0,769,1
25000000.0,3,1,7.438934,14,1,22200000.0,97.0,184,1
55000000.0,8,1,11.812244,3,1,214015089.0,123.0,217,1
45000000.0,5,1,9.579155,6,1,68787389.92913067,101.0,91,1
21604277.457480315,8,1,5.484156,24,1,68787389.92913067,103.0,92,1
21604277.457480315,9,1,5.8025,1,1,68787389.92913067,132.0,183,1
16000000.0,4,1,9.844558000000001,14,1,247275374.0,107.0,1894,1
21604277.457480315,4,3,4.860016000000001,1,20,7294403.0,123.0,76,1
21604277.457480315,8,1,5.378467,13,9,68787389.92913067,103.0,64,1
21604277.457480315,13,1,4.322726,1,1,6841570.0,113.0,28,0
18000000.0,4,1,11.720358000000001,22,1,5887457.0,127.0,639,1
21604277.457480315,4,1,9.146544,4,3,68787389.92913067,111.0,179,1
21604277.457480315,4,1,16.236745000000003,10,1,68787389.92913067,101.0,38,1
21604277.457480315,5,1,2.657337,4,1,68787389.92913067,87.0,27,1
21604277.457480315,3,1,10.177977,7,1,35348597.0,78.0,404,1
15000000.0,8,1,8.182165,2,1,12201255.0,103.0,24,0
21604277.457480315,8,1,4.953936,1,1,68787389.92913067,96.0,48,1
21604277.457480315,7,2,8.935058,1,11,68787389.92913067,111.0,20,1
700000.0,16,1,9.47666,24,1,7830611.0,171.0,91,1
5000000.0,8,1,9.438042,1,21,3049135.0,99.0,299,1
10500000.0,4,1,2.688562,1,10,26325256.0,113.0,17,1
120.0,8,1,7.983666,10,1,68787389.92913067,121.0,90,1
21604277.457480315,4,1,9.546707000000001,7,1,17689177.0,100.0,97,1
21604277.457480315,5,1,2.756986,8,1,68787389.92913067,106.0,25,1
25000000.0,4,1,5.146351999999999,6,1,68787389.92913067,100.0,112,1
60000000.0,15,1,11.970205,1,1,223664608.0,123.0,1558,1
60000000.0,4,1,6.710215,8,1,37000000.0,109.0,381,0
21604277.457480315,5,1,9.195256,1,1,68787389.92913067,102.0,124,1
21604277.457480315,2,1,5.874511,7,10,68787389.92913067,89.0,40,0
40000000.0,5,1,7.797511999999999,4,1,68787389.92913067,101.0,83,1
11000000.0,2,1,42.149696999999996,1,1,775398007.0,121.0,6778,1
18000000.0,8,1,9.774994,10,1,68787389.92913067,115.0,222,1
17000000.0,8,1,7.731725,3,1,68787389.92913067,97.0,207,1
21604277.457480315,8,1,0.8450799999999999,20,3,68787389.92913067,101.0,14,1
10000000.0,9,2,1.9483150000000002,1,4,68787389.92913067,100.0,22,1
2000000.0,8,10,4.126083,1,22,21665468.0,105.0,70,1
30000000.0,2,1,12.199047,1,1,160638883.0,133.0,636,1
21604277.457480315,2,1,9.253362,8,1,68787389.92913067,95.0,164,1
21604277.457480315,5,1,1.8612919999999997,24,1,68787389.92913067,98.0,31,1
60000000.0,8,1,3.290192,3,1,68787389.92913067,108.0,11,0
17000000.0,8,1,7.698525999999999,6,1,7603766.0,106.0,28,1
21604277.457480315,4,1,4.81307,20,3,68787389.92913067,107.0,67,1
45000000.0,8,1,14.287753,1,3,112006296.0,123.0,272,1
21604277.457480315,5,1,2.558118,7,10,68787389.92913067,96.0,40,1
15000000.0,4,1,2.899608,2,1,68787389.92913067,97.0,37,1
21604277.457480315,4,1,3.770115,6,1,18137661.0,108.0,49,1
21604277.457480315,10,1,5.831622,4,1,46264384.0,114.0,199,1
5500000.0,4,1,3.1212880000000003,1,1,68787389.92913067,128.0,11,1
21604277.457480315,9,1,9.518564,1,4,17381942.0,122.0,140,1
21604277.457480315,8,1,2.891269,6,1,68787389.92913067,110.0,56,1
31000000.0,8,1,5.930957,4,1,106683817.0,112.0,128,1
34000000.0,9,1,11.226856,5,1,50282766.0,119.0,927,1
21604277.457480315,4,1,4.936761,2,1,68787389.92913067,115.0,92,1
21604277.457480315,8,1,4.025276,1,21,2201126.0,99.0,106,1
21604277.457480315,8,1,6.448039,14,1,68787389.92913067,106.0,32,0
50000000.0,5,1,13.676444,1,1,189859560.0,127.0,522,1
16000000.0,13,2,20.477329,10,4,45284974.0,110.0,4293,1
8000000.0,13,1,140.95023600000002,13,1,213928762.0,154.0,8670,1
21604277.457480315,8,1,1.881932,15,3,4176932.0,98.0,32,1
21604277.457480315,7,1,7.772505000000001,1,1,68787389.92913067,133.0,262,1
21604277.457480315,8,2,4.405405,1,4,68787389.92913067,162.0,67,1
32000000.0,5,1,7.54701,2,17,18552460.0,107.0,431,1
15000000.0,8,1,6.2594330000000005,13,1,11300653.0,133.0,33,1
21604277.457480315,8,2,7.832755000000001,1,4,68787389.92913067,99.0,246,1
21604277.457480315,8,2,8.843517,1,4,68787389.92913067,98.0,311,1
21604277.457480315,4,2,6.5898,1,4,68787389.92913067,91.0,218,1
21604277.457480315,4,1,1.155255,18,1,68787389.92913067,85.0,15,1
35000000.0,1,1,8.910461999999999,1,1,9771658.0,89.0,251,1
21604277.457480315,8,1,1.7504810000000002,1,19,68787389.92913067,97.0,15,1
45000000.0,5,1,10.388183,1,15,170362582.0,110.0,317,1
55000000.0,5,1,13.328923999999999,1,4,196567262.0,121.0,942,1
22000000.0,10,1,9.665424,7,1,189833357.0,97.0,501,1
25000000.0,8,1,51.645403,1,1,28341469.0,142.0,8358,1
21604277.457480315,9,1,8.223025999999999,20,3,68787389.92913067,92.0,247,1
21604277.457480315,4,10,1.7771970000000001,13,15,68787389.92913067,108.0,16,1
21604277.457480315,9,1,5.869261,1,1,68787389.92913067,101.0,104,1
32.0,4,1,1.407427,1,7,68787389.92913067,100.0,21,1
21604277.457480315,4,1,5.05806,14,9,68787389.92913067,91.0,23,1
21604277.457480315,8,3,5.2606269999999995,1,6,68787389.92913067,125.0,62,1
25000000.0,5,1,7.602086999999999,1,1,4064495.0,98.0,140,1
21604277.457480315,15,1,9.455342,8,1,68787389.92913067,92.0,96,1
38000000.0,11,1,8.105708,6,1,120000000.0,118.0,461,1
6000000.0,9,1,2.86007,1,1,12000000.0,98.0,33,1
21604277.457480315,13,1,6.529879,8,1,68787389.92913067,99.0,165,1
21604277.457480315,4,1,11.971318,6,1,32648673.0,97.0,321,1
21604277.457480315,8,1,7.039846000000001,1,1,68787389.92913067,119.0,15,1
6500000.0,13,1,2.059771,1,1,68787389.92913067,99.0,15,1
11000000.0,3,1,10.3919,6,1,10032765.0,118.0,943,1
30000000.0,5,1,5.1883989999999995,6,1,24048000.0,106.0,163,1
17000000.0,4,1,15.783615,1,1,182057016.0,103.0,340,1
21604277.457480315,8,1,3.9085959999999997,8,1,68787389.92913067,126.0,39,1
3000000.0,8,1,5.254847,1,7,15119639.0,106.0,104,1
21604277.457480315,4,1,2.15805,12,1,68787389.92913067,94.0,23,1
15000000.0,4,1,11.247957000000001,3,1,107217396.0,86.0,1684,1
21604277.457480315,8,1,8.328596000000001,1,7,11220670.0,104.0,174,1
21604277.457480315,8,1,2.487951,1,2,68787389.92913067,100.0,37,1
5000000.0,13,1,11.298195,24,4,1862805.0,139.0,115,1
21604277.457480315,5,1,5.72288,13,1,68787389.92913067,98.0,130,1
62000000.0,5,1,7.5132449999999995,6,1,215887717.0,141.0,390,1
45000000.0,8,1,15.263829000000001,5,1,117615211.0,119.0,287,1
21604277.457480315,4,1,6.924689,14,1,68787389.92913067,115.0,83,1
21604277.457480315,4,1,2.5330220000000003,8,1,68787389.92913067,115.0,31,1
15000000.0,10,1,15.799335999999998,13,1,94000000.0,102.0,980,1
21604277.457480315,8,1,2.5833630000000003,5,1,1007583.0,128.0,29,1
46000000.0,10,1,15.019585999999999,8,1,341631208.0,91.0,559,0
55000000.0,4,1,48.307194,6,1,677945399.0,142.0,8147,1
6000000.0,4,1,8.990345,20,3,254700832.0,117.0,654,1
21604277.457480315,3,1,7.817811,12,1,38290723.0,127.0,49,1
45000000.0,5,1,3.570874,1,1,61947267.0,123.0,41,1
21604277.457480315,4,1,11.272072999999999,2,1,68787389.92913067,101.0,154,1
21604277.457480315,2,1,10.714235,18,1,68787389.92913067,111.0,107,1
45000000.0,6,1,21.605760999999998,7,1,788241776.0,89.0,5520,1
35000000.0,8,1,5.681522,13,4,4858139.0,140.0,76,1
14000000.0,15,1,9.860522,14,1,18090181.0,112.0,297,1
23000000.0,3,1,14.134879999999999,14,1,351583407.0,101.0,2550,1
21604277.457480315,5,1,15.050326,1,1,68787389.92913067,127.0,490,1
21604277.457480315,8,1,4.739054,24,1,68787389.92913067,125.0,20,1
30000000.0,4,1,10.587232,6,1,51132598.0,83.0,535,1
6000000.0,4,1,4.006063,26,1,68787389.92913067,112.0,40,1
11500000.0,8,1,6.5145919999999995,8,1,20079850.0,99.0,180,1
8000000.0,9,1,5.137903,1,1,2000000.0,98.0,71,1
40000000.0,4,1,6.595255,1,1,68787389.92913067,95.0,426,1
45000000.0,5,1,10.511241,8,1,68787389.92913067,111.0,214,1
30000000.0,5,1,10.859292,4,1,350448145.0,116.0,1814,1
21604277.457480315,4,1,2.3342259999999997,19,1,68787389.92913067,99.0,24,1
27000000.0,13,1,8.907074,8,17,101646581.0,99.0,288,1
115000000.0,5,1,11.396099000000001,4,1,378882411.0,141.0,1138,1
21604277.457480315,8,1,4.322544000000001,22,1,50021959.0,126.0,71,1
21604277.457480315,10,1,14.063845,10,1,68787389.92913067,125.0,221,1
63000000.0,8,1,9.277147,1,1,25052000.0,191.0,203,1
21604277.457480315,5,1,0.912415,22,1,68787389.92913067,108.0,12,0
21604277.457480315,4,1,2.5045290000000002,1,1,68787389.92913067,96.0,22,1
10000000.0,5,1,3.0215259999999997,1,1,29392418.0,100.0,31,1
45000.0,5,1,4.220541000000001,1,1,68787389.92913067,83.0,59,1
35000000.0,5,1,13.584489999999999,8,17,99423521.0,102.0,330,0
21604277.457480315,5,1,2.342756,1,1,68787389.92913067,92.0,13,1
26000000.0,5,1,6.8666339999999995,1,9,36800000.0,99.0,110,0
8000000.0,15,1,8.497643,14,1,8946600.0,95.0,307,1
21604277.457480315,8,1,1.888534,14,1,68787389.92913067,105.0,22,1
21604277.457480315,9,1,4.38154,14,1,68787389.92913067,96.0,40,1
21604277.457480315,4,1,17.555909,6,1,48919043.0,94.0,537,1
34000000.0,8,1,8.013617,10,1,32255440.0,139.0,172,1
21604277.457480315,4,1,7.09232,4,1,68787389.92913067,92.0,222,1
17080000.0,4,1,1.8962729999999999,11,1,21011500.0,107.0,42,1
21604277.457480315,5,1,12.967239,22,1,68787389.92913067,105.0,58,0
21604277.457480315,5,1,14.644772,4,1,15240435.0,99.0,61,0
3200000.0,4,1,1.632711,24,1,68787389.92913067,100.0,20,1
40000000.0,8,1,2.783872,3,17,68787389.92913067,122.0,15,0
21604277.457480315,4,1,5.673735,4,1,68787389.92913067,93.0,86,0
50000000.0,5,1,11.787784,6,1,119208989.0,104.0,445,1
21604277.457480315,5,1,8.398845,3,3,68787389.92913067,88.0,68,1
21604277.457480315,17,1,3.0028200000000003,14,1,16668552.0,106.0,45,1
21604277.457480315,8,1,13.155071,1,1,30156002.0,121.0,126,1
21604277.457480315,8,1,6.131056,6,1,68787389.92913067,108.0,41,1
21604277.457480315,8,1,4.993829,1,1,68787389.92913067,101.0,28,1
13000000.0,15,1,6.559692999999999,3,1,428868.0,87.0,102,1
21604277.457480315,8,1,4.304224,1,1,1796389.0,107.0,59,0
22000000.0,8,1,6.115628,1,1,17287898.0,121.0,447,1
21604277.457480315,4,1,1.679042,22,1,3662459.0,80.0,28,0
30000000.0,5,1,8.698509,8,1,36516012.0,144.0,805,1
21604277.457480315,5,1,8.605703,10,1,68787389.92913067,116.0,103,0
21604277.457480315,4,1,2.724621,19,1,7355425.0,107.0,25,1
70000000.0,5,1,9.830853,2,4,255000211.0,112.0,600,1
21604277.457480315,4,1,10.722729,6,1,68787389.92913067,88.0,228,0
40000000.0,8,1,14.228963,11,1,19726050.0,121.0,117,1
21604277.457480315,5,1,7.042878,2,1,68787389.92913067,93.0,36,0
21604277.457480315,18,1,4.286279,26,1,68787389.92913067,102.0,38,1
21604277.457480315,4,1,13.696394,1,1,63000000.0,110.0,205,1
6900000.0,4,1,6.8652,1,1,7993039.0,102.0,588,1
57000000.0,9,1,11.626116,1,1,159055768.0,115.0,1018,1
21604277.457480315,16,1,0.408159,18,1,68787389.92913067,109.0,12,1
8000000.0,18,1,2.970724,24,1,68787389.92913067,96.0,29,0
21604277.457480315,4,1,3.555139,19,1,68787389.92913067,91.0,37,1
21604277.457480315,8,3,4.875826999999999,1,6,68787389.92913067,171.0,98,1
21604277.457480315,8,1,9.284624,1,1,68787389.92913067,122.0,80,1
21604277.457480315,4,1,0.985441,18,3,68787389.92913067,88.0,11,1
21604277.457480315,4,1,2.969003,1,1,68787389.92913067,103.0,54,1
21604277.457480315,8,1,1.896869,6,1,9488998.0,126.0,22,1
30000000.0,4,1,8.468869,1,1,11146270.0,94.0,77,1
42000000.0,8,1,9.678367,6,1,270248367.0,154.0,513,1
20000000.0,6,1,5.990572,1,4,153698625.0,112.0,429,1
21604277.457480315,9,1,3.970215,13,4,68787389.92913067,114.0,56,1
44000000.0,2,1,10.089369999999999,3,1,368875760.0,130.0,1240,1
35000000.0,7,1,4.653462,10,1,18635620.0,115.0,44,1
21604277.457480315,8,1,14.214402999999999,8,17,30.0,115.0,81,1
30000000.0,6,1,2.410545,19,1,68787389.92913067,109.0,43,0
21604277.457480315,4,1,5.22583,1,8,68787389.92913067,94.0,11,1
21604277.457480315,8,1,5.385108,11,1,22886222.0,107.0,21,1
18000000.0,5,1,7.834351,8,1,74189677.0,97.0,237,1
33000000.0,7,1,4.1905410000000005,5,4,68787389.92913067,140.0,51,1
25000000.0,5,1,13.482370999999999,4,1,133752825.0,86.0,463,1
21604277.457480315,4,1,2.138959,1,1,68787389.92913067,95.0,12,0
21604277.457480315,8,1,5.331753,13,3,68787389.92913067,99.0,83,1
25000000.0,3,1,10.687795,1,23,68787389.92913067,140.0,135,1
21604277.457480315,4,1,0.9960469999999999,18,10,68787389.92913067,100.0,11,0
30000000.0,4,1,7.550545,1,2,68787389.92913067,111.0,280,1
40000000.0,4,1,1.7429740000000002,1,1,68787389.92913067,115.0,18,1
21604277.457480315,4,1,6.071466,11,1,28881266.0,91.0,54,0
40000000.0,5,1,12.637158,1,1,176997168.0,128.0,392,1
13000000.0,8,1,7.405895,8,3,65796862.0,133.0,363,1
21604277.457480315,8,1,14.820882999999998,22,1,68787389.92913067,118.0,75,1
30000000.0,4,1,4.563989,6,1,68787389.92913067,112.0,17,0
21604277.457480315,5,1,5.538671,8,17,12136938.0,110.0,79,1
63000000.0,2,1,8.863776,8,1,920100000.0,127.0,4956,1
9000000.0,13,1,8.4337,1,1,2395231.0,117.0,209,1
1500000.0,5,1,4.948569,1,4,418961.0,96.0,111,1
21604277.457480315,8,1,4.3753470000000005,1,1,68787389.92913067,103.0,33,1
21604277.457480315,5,1,3.645342,6,1,68787389.92913067,94.0,54,1
85000000.0,2,1,9.434006,12,1,137298489.0,130.0,725,1
21604277.457480315,4,1,6.446229,22,1,68787389.92913067,91.0,24,1
