30000000.0,1,1,21.946943,1,1,373554033.0,81.0,5415,7.0
65000000.0,2,1,17.015539,2,1,262797249.0,104.0,2413,7.0
21604277.457480315,3,1,11.7129,3,1,68787389.92913067,101.0,92,7.0
16000000.0,4,1,3.859495,4,1,81452156.0,127.0,34,7.0
21604277.457480315,4,1,8.387519000000001,1,1,76578911.0,106.0,173,5.0
60000000.0,5,1,17.924927,5,1,187436818.0,170.0,1886,7.0
58000000.0,4,1,6.677277,6,2,68787389.92913067,127.0,141,7.0
21604277.457480315,5,1,2.5611610000000002,7,1,68787389.92913067,97.0,45,5.0
35000000.0,5,1,5.23158,8,1,64350171.0,106.0,174,5.0
58000000.0,2,1,14.686035999999998,9,3,352194034.0,130.0,1194,7.0
62000000.0,4,1,6.318445,10,1,107879496.0,106.0,199,7.0
21604277.457480315,4,1,5.430331,10,4,68787389.92913067,88.0,210,5.0
21604277.457480315,6,1,12.140733,8,1,11348324.0,78.0,423,7.0
44000000.0,7,1,5.092,11,1,13681765.0,192.0,72,7.0
98000000.0,5,1,7.284477000000001,1,4,10017322.0,119.0,137,5.0
52000000.0,8,1,10.137389,8,4,116112375.0,178.0,1343,7.0
16500000.0,8,1,10.673167,12,3,135000000.0,136.0,364,7.0
4000000.0,9,1,9.026586,13,1,4300000.0,98.0,539,7.0
30000000.0,9,1,8.205447999999999,1,1,212385533.0,90.0,1128,7.0
60000000.0,5,1,7.337905999999999,10,1,35431113.0,103.0,224,5.0
30250000.0,4,1,12.669608,1,1,115101622.0,105.0,305,7.0
21604277.457480315,8,1,10.701801,5,1,68787389.92913067,124.0,199,7.0
50000000.0,5,1,11.065939,1,4,30303072.0,132.0,394,7.0
21604277.457480315,8,1,12.133094,1,1,68787389.92913067,111.0,143,7.0
3600000.0,8,1,10.332025,9,1,49800000.0,112.0,365,7.0
21604277.457480315,8,1,1.8458990000000002,10,5,68787389.92913067,123.0,33,7.0
12000000.0,4,1,8.681325,14,1,27400000.0,100.0,91,7.0
21604277.457480315,8,1,2.228434,15,3,68787389.92913067,104.0,36,7.0
18000000.0,10,2,9.822422999999999,1,4,1738611.0,108.0,308,7.0
21604277.457480315,8,3,1.1009149999999999,1,6,68787389.92913067,108.0,17,7.0
21604277.457480315,8,1,9.481338000000001,11,1,180000000.0,99.0,249,7.0
29500000.0,11,1,12.297305,8,1,168840000.0,129.0,2470,7.0
21604277.457480315,3,2,0.745542,1,4,68787389.92913067,50.0,4,7.0
30000000.0,10,1,14.404764000000002,8,7,254134910.0,89.0,756,7.0
21604277.457480315,7,1,1.4933610000000002,16,4,68787389.92913067,121.0,16,7.0
11000000.0,8,1,6.891317,1,1,39363635.0,122.0,350,7.0
21604277.457480315,2,1,0.114469,1,1,68787389.92913067,51.0,2,3.0
